"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Si","S","Cl","K","Ca","Ti","V","Mn","Fe","Ni","Cu","Zn","Br","Rb","Sr","Zr","Mo_inc","Mo_coh"
"HER44L","HER44L_2B_308",26.35,8787.7,6.99,1,23622,83118,1.46,123,137,41,477,1743,809,56,444,36026,84,198,218,1081,345,2202,896,30382,6943
"HER44L","HER44L_2B_309",26.4,8788.88,6.99,1,23714,86209,1.42,103,112,69,453,1885,1053,106,640,39899,111,234,190,1160,294,2352,802,28893,6875
"HER44L","HER44L_2B_310",26.45,8790.05,6.98,1,23417,84590,1.59,87,130,81,562,2008,880,51,501,38425,124,301,178,965,352,2422,788,29051,6908
"HER44L","HER44L_2B_311",26.5,8791.22,6.97,1,23462,83976,1.73,64,96,58,534,1895,897,77,516,38913,72,317,193,1151,371,2273,650,28693,6703
"HER44L","HER44L_2B_312",26.55,8792.4,6.97,1,22979,80413,1.42,73,137,60,416,1727,716,71,408,36232,106,230,206,1040,513,2194,633,27985,6910
"HER44L","HER44L_2B_313",26.6,8793.57,6.97,1,22866,83866,1.48,144,148,71,556,1860,853,69,480,39935,100,149,195,890,400,2110,812,27552,6758
"HER44L","HER44L_2B_314",26.65,8794.75,6.96,1,22108,81322,1.49,103,120,55,548,1859,845,35,514,39287,115,251,145,701,446,2188,574,26174,6535
"HER44L","HER44L_2B_315",26.7,8795.92,6.96,1,21997,82660,1.44,103,138,53,517,2220,955,47,545,40955,33,179,131,736,360,2231,519,25575,6700
"HER44L","HER44L_2B_316",26.75,8797.09,6.95,1,20927,76137,1.48,126,96,83,471,2168,858,62,386,34863,68,84,140,716,352,2379,569,25150,6638
"HER44L","HER44L_2B_317",26.8,8798.27,6.94,1,21123,77407,1.54,133,94,54,541,2242,756,99,409,34814,72,152,102,558,307,3002,619,25780,6816
"HER44L","HER44L_2B_318",26.85,8799.44,6.93,1,20556,73965,1.61,179,90,33,562,1853,593,82,375,32743,109,101,180,534,395,2777,756,25198,6694
"HER44L","HER44L_2B_319",26.9,8800.62,6.94,1,21158,80247,1.64,171,124,51,593,1660,939,70,390,39314,68,47,133,445,352,2623,719,25031,6991
"HER44L","HER44L_2B_320",26.95,8801.79,6.94,1,21235,78007,1.71,158,106,62,515,2041,936,84,408,34720,106,0,127,525,397,2575,749,26260,6929
"HER44L","HER44L_2B_321",27,8802.96,6.94,1,20428,72881,1.55,114,126,37,604,2243,782,20,343,30528,80,125,88,238,418,2744,598,25491,6959
"HER44L","HER44L_2B_322",27.05,8804.14,6.94,1,21733,78887,1.62,106,118,32,533,1917,664,34,397,34920,80,164,290,802,360,2648,635,27024,7090
"HER44L","HER44L_2B_323",27.1,8805.31,6.94,1,23387,86158,1.52,102,101,34,490,2127,725,15,480,40779,44,104,287,698,459,2612,642,28488,7354
"HER44L","HER44L_2B_324",27.15,8806.49,6.94,1,23656,86877,1.51,148,157,65,545,1896,810,86,475,40452,158,132,202,786,395,2359,619,29203,7142
"HER44L","HER44L_2B_325",27.2,8807.66,6.94,1,23563,84802,1.51,69,126,64,547,1643,791,65,441,39556,135,192,181,905,214,2204,854,29435,6943
"HER44L","HER44L_2B_326",27.25,8808.83,6.95,1,24031,88426,1.69,67,132,64,427,1816,704,66,469,43044,143,190,209,1004,295,2068,665,29488,6941
"HER44L","HER44L_2B_327",27.3,8810.01,6.95,1,23521,87228,1.41,106,121,69,432,1673,769,58,452,42710,62,327,156,948,309,1974,795,28609,6927
"HER44L","HER44L_2B_328",27.35,8811.18,6.95,1,22544,82506,1.49,127,147,58,450,1380,837,91,394,40325,81,140,157,687,318,1797,585,27489,6843
"HER44L","HER44L_2B_329",27.4,8812.36,6.95,1,22034,81013,1.34,86,137,65,449,1439,748,80,395,39268,86,210,97,799,204,2210,729,26819,6661
"HER44L","HER44L_2B_330",27.45,8813.53,6.95,1,22105,82294,1.46,101,170,53,427,1829,669,65,519,40567,86,151,148,655,368,2354,790,25818,6824
"HER44L","HER44L_2B_331",27.5,8814.7,6.95,1,21446,80979,1.43,80,150,53,456,1789,788,95,435,40723,121,188,113,718,235,2072,526,25135,6509
"HER44L","HER44L_2B_332",27.55,8815.88,6.95,1,20565,73879,1.73,74,145,57,530,1948,762,62,334,33495,41,93,81,369,396,2517,583,24811,6794
"HER44L","HER44L_2B_333",27.6,8817.05,6.95,1,21450,79073,1.64,104,148,69,552,1771,906,85,486,37785,50,125,186,226,554,2345,1022,24853,6731
"HER44L","HER44L_2B_334",27.65,8818.23,6.95,1,21951,80494,1.47,98,172,62,464,1770,677,72,352,38825,122,196,31,573,387,2868,683,25465,6894
"HER44L","HER44L_2B_335",27.7,8819.4,6.95,1,22590,86639,1.53,126,129,59,607,1822,915,81,502,44403,43,138,88,668,337,2618,532,25630,6824
"HER44L","HER44L_2B_336",27.75,8820.57,6.95,1,22784,89004,1.48,126,160,68,632,2028,1032,90,519,46765,63,138,126,779,500,2666,769,25150,6886
"HER44L","HER44L_2B_337",27.8,8821.75,6.96,1,22515,85812,1.47,85,122,61,533,2573,853,43,638,43617,85,181,137,774,321,2790,582,25238,6770
"HER44L","HER44L_2B_338",27.85,8822.92,6.95,1,21861,77911,1.36,108,120,53,637,1833,739,67,354,35121,95,182,56,686,558,2849,665,26271,7026
"HER44L","HER44L_2B_339",27.9,8824.1,6.94,1,22279,81427,1.49,125,139,48,528,1966,765,72,414,38593,110,220,146,818,299,2893,460,26505,6599
"HER44L","HER44L_2B_340",27.95,8825.27,6.93,1,21192,75191,1.55,121,133,52,475,1961,733,47,342,32536,43,244,132,912,296,2945,619,26246,6708
"HER44L","HER44L_2B_341",28,8826.45,6.93,1,21854,79063,1.46,116,153,70,506,2302,827,89,396,35503,89,71,240,854,517,2922,707,26106,6818
"HER44L","HER44L_2B_342",28.05,8827.6,6.93,1,21342,78505,1.42,97,109,20,467,1568,785,75,382,38085,40,169,150,496,459,2294,628,25497,6705
"HER44L","HER44L_2B_343",28.1,8828.75,6.93,1,22102,80903,1.56,80,121,78,492,1754,816,71,535,39626,50,213,55,588,488,2566,590,25770,6664
"HER44L","HER44L_2B_344",28.15,8829.9,6.93,1,21992,80182,1.46,69,109,68,424,1853,773,72,448,37204,134,158,85,692,349,3079,653,26822,6612
"HER44L","HER44L_2B_345",28.2,8831.05,6.93,1,22191,80760,1.5,69,99,60,420,1732,776,60,418,37401,100,177,201,816,360,2604,702,27157,7043
"HER44L","HER44L_2B_346",28.25,8832.2,6.93,1,21811,77326,1.84,80,112,62,543,1763,775,50,417,34151,44,90,212,712,226,2396,762,26748,7839
"HER44L","HER44L_2B_347",28.3,8833.35,6.93,1,22723,82934,1.85,71,127,47,483,1545,1059,69,374,38237,63,108,342,714,279,2530,641,28158,7503
"HER44L","HER44L_2B_348",28.35,8834.5,6.93,1,25067,96039,1.84,47,158,49,356,1275,1098,41,341,49118,76,136,126,1013,428,1870,914,30904,7502
"HER44L","HER44L_2B_349",28.4,8835.65,6.93,1,26198,98640,1.6,52,129,67,371,1520,802,91,382,50518,109,257,101,1132,291,1810,791,32547,7081
"HER44L","HER44L_2B_350",28.45,8836.8,6.94,1,25279,90097,1.41,44,131,64,367,1211,828,94,433,40658,122,210,204,1376,197,1500,661,34231,6985
"HER44L","HER44L_2B_351",28.5,8837.95,6.94,1,25240,88021,1.56,74,130,51,373,1174,789,79,410,38887,72,200,215,1358,219,1375,963,33887,7037
"HER44L","HER44L_2B_352",28.55,8839.11,6.95,1,24559,85349,1.46,68,133,80,430,1139,673,77,380,36103,134,195,146,1357,391,1540,868,33601,7084
"HER44L","HER44L_2B_353",28.6,8840.26,6.95,1,24353,84659,1.45,66,149,66,380,1433,705,97,357,36385,118,262,103,1291,296,1436,665,33075,7389
"HER44L","HER44L_2B_354",28.65,8841.41,6.96,1,23872,85519,1.52,99,131,54,445,1443,770,93,477,37309,55,197,157,1186,337,1900,725,32452,6981
"HER44L","HER44L_2B_355",28.7,8842.56,6.96,1,23345,81648,1.5,77,118,67,417,1520,837,89,350,34045,64,104,113,1025,223,2215,747,31720,7042
"HER44L","HER44L_2B_356",28.75,8843.71,6.97,1,23701,85394,1.42,84,119,54,553,1762,722,80,469,36642,126,194,99,1134,350,1946,737,32253,7189
"HER44L","HER44L_2B_357",28.8,8844.86,6.97,1,23928,85393,1.5,84,137,66,425,1460,963,97,462,36085,146,167,128,1162,396,2004,664,32825,7111
"HER44L","HER44L_2B_358",28.85,8846.01,6.97,1,24196,83954,1.42,40,131,60,379,1511,709,83,390,34551,86,265,91,1183,327,1873,892,33518,7173
"HER44L","HER44L_2B_359",28.9,8847.16,6.97,1,25428,88852,1.57,42,140,53,317,1269,787,98,352,38580,110,237,115,1470,320,1503,908,34842,7307
"HER44L","HER44L_2B_360",28.95,8848.31,6.97,1,25568,89368,1.63,47,112,32,325,1270,700,94,352,39539,93,303,79,1687,337,1457,860,34396,6981
"HER44L","HER44L_2B_361",29,8849.46,6.97,1,25549,91664,1.48,51,149,31,348,1192,694,68,343,42519,62,185,101,1531,273,1238,741,34547,7017
"HER44L","HER44L_2B_362",29.05,8850.61,6.97,1,25305,90419,1.35,43,155,48,317,1259,752,125,395,41378,118,249,177,1422,184,1453,838,34030,6853
"HER44L","HER44L_2B_363",29.1,8851.77,6.98,1,24473,84120,1.41,36,130,52,319,1125,646,71,370,35967,93,240,63,1326,236,1612,675,33437,6934
"HER44L","HER44L_2B_364",29.15,8852.92,6.98,1,24760,86992,1.43,61,134,56,351,1306,711,96,491,37634,139,247,115,1372,290,1799,713,33658,7031
"HER44L","HER44L_2B_365",29.2,8854.07,6.99,1,24807,85446,1.33,61,132,73,405,1466,827,86,414,35650,99,236,188,1337,283,1901,560,33668,7219
"HER44L","HER44L_2B_366",29.25,8855.22,6.99,1,25447,91665,1.54,60,117,53,480,1471,872,61,520,41279,121,231,239,1296,554,1662,904,33793,7074
"HER44L","HER44L_2B_367",29.3,8856.37,6.99,1,25582,91973,1.63,52,134,74,486,1490,811,84,415,41427,125,211,125,1332,465,1649,840,34033,7716
"HER44L","HER44L_2B_368",29.35,8857.52,7,1,25924,93671,1.44,90,145,75,423,1398,811,111,431,43576,74,187,164,1316,248,1619,713,34293,7238
"HER44L","HER44L_2B_369",29.4,8858.67,7,1,25546,89590,1.43,87,129,77,444,1303,813,107,413,39443,99,335,297,1422,214,1419,891,34240,6983
"HER44L","HER44L_2B_370",29.45,8859.82,7,1,25426,90356,1.65,82,117,28,395,1632,822,82,514,41022,117,265,225,1236,139,1383,676,33775,7197
"HER44L","HER44L_2B_371",29.5,8860.97,7.01,1,25028,85714,1.35,36,128,53,346,1261,825,82,381,36850,107,167,165,1348,349,1500,747,34026,6870
"HER44L","HER44L_2B_372",29.55,8862.12,7.01,1,24581,83626,1.5,72,140,57,321,1190,710,82,373,35633,80,197,74,1345,243,1324,634,34019,6641
"HER44L","HER44L_2B_373",29.6,8863.27,7.01,1,24471,83820,1.44,17,115,72,326,1176,717,97,370,35194,103,242,102,1372,239,1291,845,33719,6744
"HER44L","HER44L_2B_374",29.65,8864.43,7.01,1,24880,86105,1.49,66,104,63,324,1205,704,62,364,36567,96,251,144,1310,139,1329,836,34902,6764
"HER44L","HER44L_2B_375",29.7,8865.58,7.01,1,24586,83670,1.3,63,130,41,367,1173,696,67,367,34675,128,190,160,1347,326,1232,925,34231,7044
"HER44L","HER44L_2B_376",29.75,8866.73,7.02,1,24818,86952,1.47,70,108,52,399,1514,711,78,403,36908,101,231,141,1440,338,1530,1274,33865,6971
"HER44L","HER44L_2B_377",29.8,8867.88,7.03,1,24693,85185,1.5,62,106,48,387,1385,863,93,482,35628,84,193,145,1320,297,1404,729,34320,7106
"HER44L","HER44L_2B_378",29.85,8869.03,7.03,1,24600,82589,1.51,47,110,45,365,1278,736,50,406,32483,105,238,115,1444,352,1801,655,34291,7163
"HER44L","HER44L_2B_379",29.9,8870.18,7.04,1,25076,84215,1.51,56,120,77,347,1171,1104,82,398,32343,95,229,125,1512,298,1407,780,36037,7298
"HER44L","HER44L_2B_380",29.95,8871.33,7.05,1,25140,83337,1.43,76,105,69,350,1209,652,83,345,31967,99,304,134,1509,299,1491,882,36031,7251
"HER44L","HER44L_2B_381",30,8872.48,7.06,1,25638,86675,1.57,28,122,52,269,1165,711,50,402,35838,103,301,136,1540,209,1615,602,35447,7486
"HER44L","HER44L_2B_382",30.05,8873.63,7.07,1,26275,90534,1.61,22,83,51,323,1319,773,105,386,39927,128,329,166,1627,302,1432,572,35465,6880
"HER44L","HER44L_2B_383",30.1,8874.78,7.08,1,26455,93898,1.67,47,93,53,358,1321,822,115,402,42820,174,335,127,1686,297,1324,682,35537,6872
"HER44L","HER44L_2B_384",30.15,8875.93,7.08,1,25893,90346,1.55,36,96,73,404,1354,865,81,431,41021,128,302,108,1609,176,1235,734,34050,6860
"HER44L","HER44L_2B_385",30.2,8877.09,7.08,1,25273,89411,1.55,72,142,70,346,1389,855,92,416,41613,109,258,76,1181,241,1415,712,32926,6861
"HER44L","HER44L_2B_386",30.25,8878.24,7.09,1,24216,83692,1.48,49,124,53,385,1409,709,65,371,36503,111,258,61,1087,229,1537,914,32304,6953
"HER44L","HER44L_2B_387",30.3,8879.39,7.09,1,23909,80216,1.36,11,93,46,298,1167,862,69,394,32169,152,293,136,1248,171,1909,766,32549,7010
"HER44L","HER44L_2B_388",30.35,8880.54,7.09,1,23983,84293,1.49,49,144,57,362,1362,772,69,385,37275,154,278,163,1151,243,1888,740,31380,6937
"HER44L","HER44L_2B_389",30.4,8881.69,7.09,1,23754,82225,1.42,42,108,39,368,1400,721,48,374,35339,109,218,172,964,287,1940,662,31536,7178
"HER44L","HER44L_2B_390",30.45,8882.84,7.09,1,24006,83897,1.5,68,103,49,325,1259,642,85,421,36462,138,229,112,1179,323,1767,882,31809,7153
"HER44L","HER44L_2B_391",30.5,8883.99,7.09,1,24494,88844,1.37,69,118,58,315,1420,745,94,390,40133,105,119,136,1199,371,1902,788,32392,7709
"HER44L","HER44L_2B_392",30.55,8885.14,7.1,1,25246,91991,1.55,52,120,42,422,1471,857,107,404,42283,125,267,128,1299,308,1963,861,33045,7577
"HER44L","HER44L_2B_393",30.6,8886.29,7.11,1,25846,91791,1.4,75,130,57,443,1794,826,71,368,40782,132,258,122,1454,451,2090,717,34364,7156
"HER44L","HER44L_2B_394",30.65,8887.44,7.11,1,26223,92848,1.47,70,144,62,400,1586,832,64,429,42980,71,213,99,1298,252,1679,819,34330,7228
"HER44L","HER44L_2B_395",30.7,8888.59,7.1,1,25478,89277,1.6,69,157,71,494,1347,758,72,411,39202,109,218,164,1428,325,1540,779,34353,7110
"HER44L","HER44L_2B_396",30.75,8889.75,7.09,1,25251,86837,1.82,71,124,61,451,1477,764,102,446,36975,107,127,148,1489,162,1659,1014,34080,7083
"HER44L","HER44L_2B_398",30.85,8892.05,7.08,1,25674,92069,1.48,58,143,72,372,1627,832,87,516,41833,103,415,170,1242,454,1931,596,33575,7286
"HER44L","HER44L_2B_399",30.9,8893.2,7.08,1,25358,89845,1.58,89,127,68,393,1639,1105,83,547,39911,79,265,173,1285,333,2035,612,33172,7027
"HER44L","HER44L_2B_400",30.95,8894.35,7.07,1,24872,85778,1.47,99,138,66,419,1687,1005,52,441,36975,127,370,226,1154,111,1958,817,32395,7035
"HER44L","HER44L_2B_401",31,8895.5,7.07,1,25162,89356,1.36,92,142,56,476,1572,1052,103,470,40070,106,308,218,1377,244,1842,700,32534,7080
"HER44L","HER44L_2B_402",31.05,8896.65,7.06,1,24877,86672,1.48,63,132,61,434,1464,753,68,449,37328,105,346,163,1237,338,2022,697,32842,7319
"HER44L","HER44L_2B_403",31.1,8897.8,7.06,1,24502,84293,1.43,43,96,41,454,1449,783,86,410,34063,182,303,113,1348,208,2170,641,33766,7359
"HER44L","HER44L_2B_404",31.15,8898.95,7.05,1,25381,88957,1.49,60,168,41,471,1319,763,64,416,38278,84,222,164,1152,311,1853,849,34489,7708
"HER44L","HER44L_2B_405",31.2,8900.1,7.05,1,27055,100301,1.52,70,144,62,348,1178,719,50,355,49661,144,264,247,1507,193,1456,801,35125,7229
"HER44L","HER44L_2B_406",31.25,8901.25,7.05,1,27342,101013,1.37,41,137,58,334,1285,820,58,383,50116,108,184,87,1516,319,1588,764,35572,7206
"HER44L","HER44L_2B_407",31.3,8902.41,7.05,1,26787,98831,1.49,62,176,58,352,1330,828,96,408,46679,129,203,114,1426,365,1489,812,35955,7694
"HER44L","HER44L_2B_408",31.35,8903.56,7.05,1,26981,100172,1.55,31,156,60,429,1271,706,72,423,47641,118,188,191,1425,351,1585,917,35768,7581
"HER44L","HER44L_2B_409",31.4,8904.71,7.06,1,26997,97856,1.44,65,156,70,296,1265,677,78,394,46119,186,179,167,1469,301,1426,868,36123,7336
"HER44L","HER44L_2B_410",31.45,8905.86,7.06,1,26606,94252,1.41,58,140,65,348,1227,636,96,348,42971,117,269,166,1511,155,1475,773,35973,7354
"HER44L","HER44L_2B_411",31.5,8907.01,7.06,1,26668,94494,1.52,39,144,71,381,1338,812,100,442,43334,105,299,99,1358,213,1619,716,35673,7251
"HER44L","HER44L_2B_412",31.55,8908.16,7.07,1,26516,93348,1.39,69,137,42,348,1115,658,62,319,42196,81,258,145,1498,341,1392,838,36031,7118
"HER44L","HER44L_2B_413",31.6,8909.31,7.07,1,26378,93398,1.52,57,157,46,432,1401,737,68,369,41598,123,280,195,1459,233,1606,853,35844,7468
"HER44L","HER44L_2B_414",31.65,8910.46,7.07,1,26589,93201,1.45,47,154,61,439,1330,713,93,390,42158,106,322,179,1509,166,1420,791,35423,7188
"HER44L","HER44L_2B_415",31.7,8911.61,7.08,1,26453,91850,1.64,41,146,65,308,1152,689,91,445,40223,127,331,228,1415,349,1507,802,36020,7221
"HER44L","HER44L_2B_416",31.75,8912.76,7.08,1,27215,95829,1.49,57,132,48,364,1176,723,86,360,43564,91,215,211,1620,273,1471,625,37004,7309
"HER44L","HER44L_2B_417",31.8,8913.92,7.09,1,27887,100743,1.58,49,147,77,339,1283,747,103,385,47911,120,164,148,1746,220,1659,636,37159,7195
"HER44L","HER44L_2B_418",31.85,8915.07,7.09,1,27510,95916,1.39,58,203,100,367,1566,783,73,508,41705,165,281,247,1620,253,1725,793,37140,7581
"HER44L","HER44L_2B_419",31.9,8916.22,7.09,1,27899,99539,1.47,45,135,60,420,1512,911,128,489,46283,145,320,240,1634,319,1525,697,36790,7356
"HER44L","HER44L_2B_420",31.95,8917.37,7.09,1,27376,95711,1.42,45,135,77,381,1381,832,76,459,42115,185,276,293,1767,305,1832,881,36776,7030
"HER44L","HER44L_2B_421",32,8918.52,7.09,1,27532,99608,1.47,26,161,72,413,1282,871,83,467,45539,145,348,271,1573,427,1609,1088,36979,7341
"HER44L","HER44L_2B_422",32.05,8920.35,7.08,1,27214,94395,1.36,30,122,71,456,1609,924,108,466,40620,129,269,291,1602,287,1465,781,36942,7573
"HER44L","HER44L_2B_423",32.1,8922.18,7.08,1,27332,93833,1.48,56,118,69,372,1412,1083,83,509,39434,155,289,289,1709,313,1460,815,37380,7492
"HER44L","HER44L_2B_424",32.15,8924.01,7.08,1,27516,95969,1.6,26,148,82,330,1296,1196,158,556,42592,101,341,211,1702,304,1397,781,37039,7202
"HER44L","HER44L_2B_425",32.2,8925.84,7.08,1,27532,97352,1.52,44,134,81,389,1570,837,103,541,43763,128,276,247,1679,267,1538,760,36804,7266
"HER44L","HER44L_2B_426",32.25,8927.67,7.07,1,27818,102666,1.52,48,120,69,375,1549,885,117,418,49332,58,250,190,1426,327,1831,855,36557,7227
"HER44L","HER44L_2B_427",32.3,8929.5,7.07,1,27626,98007,1.5,58,131,82,369,1349,849,95,438,45783,118,165,239,1621,288,1658,555,36186,7249
"HER44L","HER44L_2B_428",32.35,8931.32,7.07,1,27051,96397,1.47,7,127,84,348,1312,824,107,470,44429,145,241,190,1578,366,1516,852,35925,7089
"HER44L","HER44L_2B_429",32.4,8933.15,7.07,1,26507,95258,1.5,51,150,48,385,1266,805,70,421,44701,83,249,222,1225,480,1695,761,34802,7066
"HER44L","HER44L_2B_430",32.45,8934.98,7.07,1,26184,92315,1.31,61,133,63,540,1391,815,91,388,40525,140,275,295,1250,438,1634,775,34872,7601
"HER44L","HER44L_2B_431",32.5,8936.81,7.06,1,26800,97256,1.43,80,128,70,457,1715,1053,106,589,45907,117,257,256,1312,421,1808,770,34398,7142
"HER44L","HER44L_2B_432",32.55,8938.64,7.06,1,25571,88542,1.68,74,120,70,539,1556,901,59,476,39257,88,171,174,1278,214,1683,823,33497,6897
"HER44L","HER44L_2B_433",32.6,8940.47,7.06,1,24451,83042,1.5,106,124,38,414,1472,727,80,402,33854,113,218,266,1129,339,1554,980,33486,7048
"HER44L","HER44L_2B_434",32.65,8942.3,7.06,1,23977,82693,1.4,74,102,46,449,1771,736,75,433,33145,83,153,242,1279,373,1824,695,33284,6979
"HER44L","HER44L_2B_435",32.7,8944.13,7.05,1,24144,82228,1.44,79,148,61,560,1886,757,51,361,31895,108,231,263,1216,485,2107,730,33321,7256
"HER44L","HER44L_2B_436",32.75,8945.96,7.05,1,24328,80672,1.55,86,107,70,490,1677,640,49,361,31140,89,351,189,1198,411,1755,830,33004,6994
"HER44L","HER44L_2B_437",32.8,8947.79,7.05,1,24338,84915,1.45,86,89,70,425,1512,747,43,488,36485,151,353,209,1090,402,1786,765,31755,6990
"HER44L","HER44L_2B_438",32.85,8949.62,7.05,1,23898,85857,1.5,83,142,80,462,1920,836,60,467,39952,151,306,277,1044,408,2052,649,29101,6850
"HER44L","HER44L_2B_439",32.9,8951.45,7.05,1,22145,80146,1.48,96,147,52,508,1923,807,79,425,37170,175,216,308,924,382,2371,616,26475,6712
"HER44L","HER44L_2B_440",32.95,8953.28,7.05,1,20975,76187,1.63,153,127,49,672,2424,770,52,300,35251,143,153,146,766,439,2469,499,24360,6515
"HER44L","HER44L_2B_441",33,8955.11,7.04,1,20624,78929,1.64,264,167,52,899,2875,1247,88,414,37612,78,113,139,396,536,3119,488,22974,6662
"HER44L","HER44L_2B_442",33.05,8956.94,7.04,1,18610,67110,1.7,263,157,44,830,3051,456,104,394,28520,102,125,212,326,274,2864,477,21406,6665
"HER44L","HER44L_2B_443",33.1,8958.77,7.04,1,17352,58238,1.5,308,122,31,770,2662,440,5,163,19711,85,96,144,253,452,3113,678,21710,6650
"HER44L","HER44L_2B_445",33.2,8962.42,7.02,1,18010,65796,1.61,208,104,34,630,2766,680,43,299,26910,195,18,189,233,460,2990,417,21766,6751
"HER44L","HER44L_2B_446",33.25,8964.25,7.02,1,19328,77226,1.52,181,91,35,530,2339,943,18,547,38597,254,34,227,212,537,3071,474,21692,6727
"HER44L","HER44L_2B_447",33.3,8966.08,7.02,1,19942,75990,1.55,155,137,40,669,2070,802,16,429,36813,64,34,262,410,504,2714,708,22821,6644
"HER44L","HER44L_2B_448",33.35,8967.91,7.02,1,20022,75482,1.56,125,137,42,757,2127,799,63,415,36322,69,77,178,358,418,2888,460,22658,6737
"HER44L","HER44L_2B_449",33.4,8969.74,7.02,1,19911,73060,1.81,142,108,65,579,1745,591,85,391,33154,48,61,169,379,291,2777,803,24117,6690
"HER44L","HER44L_2B_450",33.45,8971.57,7.02,1,21342,82747,1.73,151,120,59,548,1733,803,80,492,42740,102,146,244,485,347,2525,564,23564,7038
"HER44L","HER44L_2B_451",33.5,8973.4,7.02,1,21453,78847,1.54,98,98,51,667,2228,803,44,353,36401,100,133,72,527,567,2804,752,25134,7540
"HER44L","HER44L_2B_452",33.55,8975.23,7.01,1,21820,83101,1.58,115,124,63,598,2559,691,69,516,40507,98,288,252,641,331,3095,674,24800,6814
"HER44L","HER44L_2B_453",33.6,8977.06,7.02,1,21506,84233,1.68,166,103,45,761,2940,728,10,555,41373,41,115,198,615,581,3303,705,24665,6835
"HER44L","HER44L_2B_454",33.65,8978.89,7.01,1,19546,67166,1.56,274,90,50,672,3543,511,25,392,25363,157,79,207,362,329,3434,429,23317,7066
"HER44L","HER44L_2B_455",33.7,8980.72,7,1,19190,66484,1.41,303,87,36,800,3685,457,32,414,25653,30,39,136,186,224,3533,405,22523,7193
"HER44L","HER44L_2B_456",33.75,8982.55,7,1,20758,82052,1.69,252,77,43,618,2773,882,62,598,41908,78,138,302,352,280,3203,552,22288,7119
"HER44L","HER44L_2B_457",33.8,8984.38,7.01,1,21034,84860,1.63,248,113,42,671,3032,1254,94,704,43154,115,78,183,354,315,3229,460,22808,7092
"HER44L","HER44L_2B_458",33.85,8986.21,7.02,1,20896,78867,1.58,325,130,43,793,3201,646,40,542,36037,258,156,93,411,452,3138,614,23820,7339
"HER44L","HER44L_2B_459",33.9,8988.04,7.02,1,20357,75870,1.57,480,76,36,788,4535,759,8,442,30910,200,132,213,385,283,4093,702,23520,7472
"HER44L","HER44L_2B_460",33.95,8989.86,7.01,1,18058,61683,1.45,407,115,22,829,3471,373,18,280,20865,116,66,152,65,292,3526,632,22214,7029
"HER44L","HER44L_2B_461",34,8991.69,7,1,19428,74369,1.61,404,93,12,928,5058,491,31,569,32808,41,0,206,141,324,3946,756,20864,6812
"HER44L","HER44L_2B_462",34.05,8993.52,6.99,1,17392,61726,1.5,351,109,32,874,3619,591,28,360,22840,38,0,160,107,373,3644,496,20334,6950
"HER44L","HER44L_2B_463",34.1,8995.35,6.98,1,18441,65744,1.58,313,107,30,831,3014,690,64,347,25921,71,178,267,234,410,3239,553,21604,6698
"HER44L","HER44L_2B_464",34.15,8997.18,6.97,1,20247,74114,1.56,194,119,43,582,2453,608,82,383,32495,83,103,102,633,343,3386,585,24302,7051
"HER44L","HER44L_2B_465",34.2,8999.01,6.97,1,20998,77432,1.44,141,117,21,591,2109,708,31,315,32909,136,194,208,657,450,3077,655,26841,7591
"HER44L","HER44L_2B_466",34.25,9000.84,6.98,1,21866,78921,1.39,116,107,61,498,1806,620,39,317,31976,117,252,153,951,371,2767,732,29604,7785
"HER44L","HER44L_2B_467",34.3,9002.67,6.98,1,24701,90978,1.46,85,104,42,407,1674,633,86,425,40187,122,130,254,1121,552,2331,677,33658,7772
"HER44L","HER44L_2B_468",34.35,9004.5,6.99,1,26260,97607,1.5,91,141,56,453,1605,709,55,381,44739,122,232,138,1614,302,1926,755,36125,7329
"HER44L","HER44L_2B_469",34.4,9006.33,7,1,26642,97067,1.44,118,184,79,458,1472,771,84,461,43613,111,218,144,1523,430,1512,984,36714,7279
"HER44L","HER44L_2B_470",34.45,9008.16,7.01,1,26994,97698,1.52,91,163,52,415,1425,820,68,464,44593,141,200,261,1560,311,1307,707,37106,7278
"HER44L","HER44L_2B_471",34.5,9009.99,7.02,1,27354,101643,1.5,68,140,47,360,1451,818,86,406,48977,141,275,259,1587,225,1429,757,36542,7094
"HER44L","HER44L_2B_472",34.55,9011.82,7.03,1,27280,103476,1.39,74,199,50,325,1227,894,57,405,51534,96,242,171,1587,272,1411,760,36406,7219
"HER44L","HER44L_2B_473",34.6,9013.65,7.03,1,27242,100385,1.6,41,174,64,376,1216,876,78,438,48842,94,263,140,1499,185,1427,607,36248,7262
"HER44L","HER44L_2B_474",34.65,9015.48,7.03,1,27350,99709,1.66,68,151,91,386,1099,745,67,391,46741,77,147,195,1604,313,1336,883,37033,7418
"HER44L","HER44L_2B_475",34.7,9017.31,7.03,1,27623,101929,1.68,35,143,72,407,1508,854,79,466,48415,144,255,275,1398,284,1518,964,36973,7239
"HER44L","HER44L_2B_476",34.75,9019.13,7.03,1,26814,97771,1.48,58,159,53,440,1457,1027,65,534,44856,116,234,159,1577,382,1806,704,35667,7607
"HER44L","HER44L_2B_477",34.8,9020.96,7.03,1,27140,100480,1.48,61,153,63,462,1799,843,86,562,48005,130,183,272,1453,435,2011,761,34752,7278
