"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","Ca","Fe","Cu","Br","Sr","Zr","Mo_inc","Mo_coh"
"HER14L","HER14L_2B_279",68.3,1764.65,7.36,1,33412,78493,1.3,37,245,548,70,1744,225,1351,63548,9675
"HER14L","HER14L_2B_280",68.4,1765.32,7.36,1,33478,78436,1.37,37,252,686,104,1652,478,1261,63814,9472
"HER14L","HER14L_2B_281",68.5,1765.99,7.36,1,33210,78435,1.65,62,227,424,152,1741,297,1249,63592,9616
"HER14L","HER14L_2B_282",68.6,1766.65,7.37,1,33086,79094,1.24,53,262,391,48,1754,458,1387,63624,9832
"HER14L","HER14L_2B_283",68.7,1767.32,7.38,1,33248,79427,1.71,47,267,330,148,1878,353,1391,64153,9676
"HER14L","HER14L_2B_284",68.8,1767.99,7.4,1,33099,78067,1.52,50,237,446,51,1922,398,1242,63208,9531
"HER14L","HER14L_2B_285",68.9,1768.65,7.41,1,33046,78918,1.34,49,232,404,27,1786,727,1407,63629,9583
"HER14L","HER14L_2B_286",69,1769.32,7.41,1,33249,78616,1.31,50,258,487,37,1852,400,1535,63783,9101
"HER14L","HER14L_2B_287",69.1,1769.99,7.41,1,33352,78273,1.37,47,306,365,142,1901,243,1349,63483,9478
"HER14L","HER14L_2B_288",69.2,1770.66,7.4,1,33266,78052,1.46,35,310,221,99,1845,240,1333,63667,9525
"HER14L","HER14L_2B_289",69.3,1771.32,7.4,1,33314,77700,1.36,32,277,247,144,1861,375,1383,63266,9378
"HER14L","HER14L_2B_290",69.4,1771.99,7.4,1,33422,78699,1.42,48,271,369,137,1979,297,1212,64008,9755
"HER14L","HER14L_2B_291",69.5,1772.66,7.4,1,33464,79906,1.42,52,291,210,111,1803,491,1372,64566,9908
"HER14L","HER14L_2B_292",69.6,1773.32,7.41,1,33545,79130,1.49,60,310,163,120,1712,501,1474,64467,9749
"HER14L","HER14L_2B_293",69.7,1773.99,7.42,1,33617,79469,1.46,38,344,223,66,2179,441,1253,64203,9867
"HER14L","HER14L_2B_294",69.8,1774.66,7.42,1,33655,79840,1.38,68,337,296,45,2166,437,1384,64051,9774
"HER14L","HER14L_2B_295",69.9,1775.33,7.43,1,33580,79587,1.59,62,343,671,58,2125,441,1324,63893,9713
"HER14L","HER14L_2B_296",70,1775.99,7.43,1,33433,78534,1.6,35,301,239,123,1950,597,1324,63970,9328
"HER14L","HER14L_2B_297",70.1,1776.66,7.43,1,33297,78293,1.27,69,296,396,59,1770,605,1241,63366,9488
"HER14L","HER14L_2B_298",70.2,1777.33,7.44,1,33127,78008,1.37,58,307,594,99,1874,594,1414,62927,9306
"HER14L","HER14L_2B_299",70.3,1778,7.43,1,33155,77564,1.54,35,460,323,96,1832,545,1346,62981,9264
"HER14L","HER14L_2B_300",70.4,1778.66,7.42,1,32738,78967,1.7,45,385,221,0,1963,673,1373,63659,9241
"HER14L","HER14L_2B_301",70.5,1779.33,7.41,1,33329,78549,1.54,59,323,158,130,1879,325,1293,63857,9434
"HER14L","HER14L_2B_302",70.6,1780,7.42,1,33361,79324,1.25,58,319,154,64,1768,769,1488,63825,9611
"HER14L","HER14L_2B_303",70.7,1780.66,7.42,1,33481,78499,1.64,68,367,239,35,2022,621,1021,63412,9751
"HER14L","HER14L_2B_304",70.8,1781.33,7.43,1,33076,78568,1.47,60,319,257,154,1735,699,1070,63701,9516
"HER14L","HER14L_2B_305",70.9,1782,7.43,1,33354,79238,1.69,32,339,447,60,1820,657,1507,63776,9599
"HER14L","HER14L_2B_306",71,1782.67,7.44,1,33330,78438,1.42,66,301,314,71,1996,612,1361,63882,9026
"HER14L","HER14L_2B_307",71.1,1783.33,7.45,1,33315,77736,1.69,52,301,332,74,1946,481,1430,62904,9170
"HER14L","HER14L_2B_308",71.2,1784,7.46,1,33413,77267,1.72,54,355,239,62,1766,494,1244,62867,9315
"HER14L","HER14L_2B_309",71.3,1784.67,7.47,1,33395,76730,1.46,48,385,231,37,1752,518,1262,62909,8874
"HER14L","HER14L_2B_310",71.4,1785.34,7.47,1,33203,76916,1.57,77,419,235,123,1521,592,1480,62462,9154
"HER14L","HER14L_2B_311",71.5,1786,7.46,1,32837,76965,1.4,75,361,190,0,1575,505,1396,62715,9225
"HER14L","HER14L_2B_312",71.6,1786.67,7.46,1,33139,78146,1.58,56,330,226,88,1690,734,1196,63359,9200
"HER14L","HER14L_2B_313",71.7,1787.34,7.48,1,33269,77748,1.73,65,322,264,40,2111,425,1343,63080,8922
"HER14L","HER14L_2B_314",71.8,1788,7.49,1,33076,77300,1.49,44,295,319,5,1587,621,1439,62736,9563
"HER14L","HER14L_2B_315",71.9,1788.67,7.48,1,33241,77913,1.2,90,444,465,89,1671,478,1336,62519,9444
"HER14L","HER14L_2B_316",72,1789.34,7.48,1,32996,78162,1.62,83,435,274,128,1614,557,1339,63465,9480
"HER14L","HER14L_2B_317",72.1,1790.01,7.48,1,33084,79246,1.56,57,295,228,143,2074,358,1560,64181,9446
"HER14L","HER14L_2B_318",72.2,1790.67,7.48,1,33187,79273,1.73,82,308,572,7,2400,599,1435,63955,8989
"HER14L","HER14L_2B_319",72.3,1791.34,7.48,1,33225,79175,1.57,69,356,539,121,2551,372,1356,62997,9577
"HER14L","HER14L_2B_320",72.4,1792.01,7.49,1,33459,78325,1.49,62,336,404,102,1605,539,1418,63338,9409
"HER14L","HER14L_2B_321",72.5,1792.67,7.49,1,33538,77948,1.82,31,374,286,40,1864,570,1226,63552,9369
"HER14L","HER14L_2B_322",72.6,1793.34,7.49,1,33825,78676,1.52,70,394,198,87,1695,445,1314,63990,9283
"HER14L","HER14L_2B_323",72.7,1794.01,7.48,1,33481,78549,1.28,88,408,274,192,1615,661,1142,63392,9634
"HER14L","HER14L_2B_324",72.8,1794.68,7.48,1,33374,77875,1.4,73,389,176,67,1588,659,1356,63295,9325
"HER14L","HER14L_2B_325",72.9,1795.34,7.48,1,33286,77985,1.51,52,386,134,136,1448,725,1330,63094,9632
"HER14L","HER14L_2B_326",73,1796.01,7.49,1,32790,76887,1.63,55,406,178,31,1363,486,1430,62556,9459
"HER14L","HER14L_2B_327",73.1,1796.68,7.49,1,33039,77087,1.59,64,355,164,37,1347,410,1441,62994,9324
"HER14L","HER14L_2B_328",73.2,1797.35,7.5,1,33183,78336,1.18,19,231,280,101,1318,440,1429,64082,9372
"HER14L","HER14L_2B_329",73.3,1798.01,7.52,1,33509,79426,1.38,53,332,1549,140,1470,500,1361,63706,9299
"HER14L","HER14L_2B_330",73.4,1798.68,7.52,1,33552,78640,1.68,61,359,542,69,1378,491,1157,63550,9572
"HER14L","HER14L_2B_331",73.5,1799.35,7.52,1,33578,78423,1.45,72,313,256,186,1392,441,1315,64226,9612
"HER14L","HER14L_2B_332",73.6,1800.01,7.51,1,33569,78707,1.45,48,303,264,75,1624,562,1220,63988,9461
"HER14L","HER14L_2B_333",73.7,1800.68,7.51,1,33760,78688,1.52,59,388,251,123,1263,511,1339,64220,9152
"HER14L","HER14L_2B_334",73.8,1801.35,7.49,1,32911,76474,1.69,72,347,234,95,1572,582,1609,61719,9458
"HER14L","HER14L_2B_335",73.9,1802.02,7.49,1,32868,77628,1.62,57,321,344,68,1335,518,1486,63073,9359
"HER14L","HER14L_2B_336",74,1802.68,7.5,1,32893,76297,1.36,43,343,371,164,1404,402,1309,62627,8915
"HER14L","HER14L_2B_337",74.1,1803.35,7.5,1,32714,76429,1.49,33,334,417,101,1575,534,1409,61984,9038
"HER14L","HER14L_2B_338",74.2,1804.02,7.51,1,32903,76880,1.47,54,317,689,58,1486,443,1273,62423,9388
"HER14L","HER14L_2B_339",74.3,1804.69,7.52,1,32920,77924,1.35,74,316,913,7,1659,492,1264,62784,9335
"HER14L","HER14L_2B_340",74.4,1805.35,7.52,1,32657,77133,1.42,47,303,696,23,1407,399,1351,62267,9338
"HER14L","HER14L_2B_341",74.5,1806.02,7.53,1,32890,76436,1.42,39,249,590,135,1313,416,1235,62346,9085
"HER14L","HER14L_2B_342",74.6,1806.69,7.55,1,32970,77360,1.55,48,245,434,25,1549,300,1583,62578,9234
"HER14L","HER14L_2B_343",74.7,1807.35,7.55,1,32751,75620,1.18,38,251,337,109,1413,345,1131,61379,9357
"HER14L","HER14L_2B_344",74.8,1808.02,7.56,1,32774,77465,1.45,31,250,272,32,1407,471,1445,62963,9361
"HER14L","HER14L_2B_345",74.9,1808.69,7.58,1,32943,76597,1.39,39,302,455,89,1559,714,1138,62016,9215
"HER14L","HER14L_2B_346",75,1809.36,7.58,1,32899,76996,1.37,20,268,351,97,1336,349,1238,62838,9355
"HER14L","HER14L_2B_347",75.1,1810.02,7.59,1,33030,76882,1.42,33,235,227,37,1315,212,1232,62948,9584
"HER14L","HER14L_2B_348",75.2,1810.69,7.59,1,33036,77782,1.28,59,268,326,18,1315,366,1394,63797,9265
"HER14L","HER14L_2B_349",75.3,1811.36,7.59,1,33035,77662,1.34,41,281,376,74,1360,301,1325,63478,9646
"HER14L","HER14L_2B_350",75.4,1812.02,7.6,1,33177,77953,1.31,41,292,397,40,1331,401,1465,63540,9719
"HER14L","HER14L_2B_351",75.5,1812.69,7.6,1,33097,76935,1.65,54,327,227,125,1423,482,1270,62981,9265
"HER14L","HER14L_2B_352",75.6,1813.36,7.61,1,32682,76454,1.27,52,283,148,174,1251,409,1335,62460,9452
"HER14L","HER14L_2B_353",75.7,1814.03,7.62,1,33058,77110,1.7,72,306,302,163,1130,339,1329,63111,9433
"HER14L","HER14L_2B_354",75.8,1814.69,7.63,1,33141,76958,1.35,73,354,493,39,1353,360,1443,62643,9159
"HER14L","HER14L_2B_355",75.9,1815.36,7.64,1,33094,77204,1.47,58,295,461,180,1162,567,1494,62444,9312
"HER14L","HER14L_2B_356",76,10811.78,7.64,1,32616,76021,1.58,42,304,255,11,1088,409,1383,62124,9648
"HER14L","HER14L_2B_357",76.1,10824.42,7.63,1,32662,76221,1.68,63,292,185,122,1281,470,1259,62475,9304
"HER14L","HER14L_2B_358",76.2,10837.07,7.65,1,32833,77061,1.3,57,263,250,158,1373,362,1235,62980,9456
"HER14L","HER14L_2B_359",76.3,10849.71,7.65,1,32952,76944,1.33,74,268,334,154,1085,580,1226,62865,9333
"HER14L","HER14L_2B_360",76.4,10862.35,7.65,1,33167,76429,1.51,54,353,370,38,1159,339,1568,62362,9231
"HER14L","HER14L_2B_361",76.5,10874.99,7.65,1,33172,76714,1.69,41,357,598,87,1038,350,1097,62902,9497
"HER14L","HER14L_2B_362",76.6,10887.63,7.65,1,33138,77199,1.3,56,372,1010,92,1126,570,1370,62467,9339
"HER14L","HER14L_2B_363",76.7,10900.27,7.64,1,33169,77588,1.33,51,371,506,169,1050,552,1405,63043,9296
"HER14L","HER14L_2B_364",76.8,10912.91,7.63,1,32988,76436,1.42,50,344,333,73,999,459,1544,61884,9429
"HER14L","HER14L_2B_365",76.9,10925.55,7.63,1,33062,76943,1.45,62,356,372,106,1032,382,1273,62574,9508
"HER14L","HER14L_2B_366",77,10938.19,7.62,1,33038,77647,1.45,37,312,393,146,1198,486,1373,63225,9482
"HER14L","HER14L_2B_367",77.1,10950.83,7.63,1,33252,77273,1.4,54,388,342,133,1352,581,1301,62824,9256
"HER14L","HER14L_2B_368",77.2,10963.47,7.63,1,33307,77512,1.31,64,327,261,90,1179,532,1408,62942,9604
"HER14L","HER14L_2B_369",77.3,10976.11,7.64,1,33287,76653,1.42,43,348,303,79,1176,538,1236,62682,9239
"HER14L","HER14L_2B_370",77.4,10988.75,7.64,1,33179,76675,1.51,39,378,299,122,1226,549,1354,62739,9209
"HER14L","HER14L_2B_371",77.5,11001.39,7.65,1,33171,77594,1.46,66,370,309,39,1182,497,1353,63223,9484
"HER14L","HER14L_2B_372",77.6,11014.03,7.66,1,33104,77940,1.41,76,394,652,131,1503,607,1461,63247,9212
"HER14L","HER14L_2B_373",77.7,11026.67,7.65,1,33108,77386,1.29,55,328,364,179,1418,611,1316,63094,9250
"HER14L","HER14L_2B_374",77.8,11039.31,7.66,1,33141,77571,1.36,67,335,372,85,1423,376,1173,63276,9487
"HER14L","HER14L_2B_375",77.9,11051.95,7.67,1,33490,78213,1.56,58,383,464,160,1259,444,1417,63744,9413
"HER14L","HER14L_2B_376",78,11064.59,7.67,1,33220,77412,1.38,71,404,337,128,1034,514,1293,63250,9289
"HER14L","HER14L_2B_377",78.1,11077.23,7.67,1,33317,77976,1.42,76,377,436,123,1089,660,1295,63481,9373
"HER14L","HER14L_2B_378",78.2,11089.87,7.67,1,32992,78712,1.37,75,420,269,16,1256,679,1386,63495,9645
"HER14L","HER14L_2B_379",78.3,11102.52,7.67,1,33263,77550,1.38,81,358,241,40,1259,629,1325,63213,9413
"HER14L","HER14L_2B_380",78.4,11115.16,7.68,1,33365,78983,1.31,66,382,243,129,1047,726,1251,64202,9543
"HER14L","HER14L_2B_381",78.5,11127.8,7.69,1,33559,79108,1.3,50,388,276,88,1066,651,1432,64335,9823
"HER14L","HER14L_2B_382",78.6,11140.44,7.69,1,33389,77992,1.41,60,359,332,138,1255,516,1185,63257,9840
"HER14L","HER14L_2B_383",78.7,11153.08,7.69,1,33486,78377,1.37,61,381,345,61,1285,474,1360,63912,9504
"HER14L","HER14L_2B_384",78.8,11165.72,7.69,1,33560,77735,1.44,36,356,452,112,1242,551,1158,63519,9317
"HER14L","HER14L_2B_385",78.9,11178.36,7.68,1,33483,77194,1.45,78,342,393,160,1123,403,1399,63354,9302
"HER14L","HER14L_2B_386",79,11191,7.7,1,33184,77787,1.26,66,341,237,80,1148,517,1427,63391,9802
"HER14L","HER14L_2B_387",79.1,11203.64,7.72,1,33332,77584,1.49,53,349,307,121,1045,580,1409,63493,9427
"HER14L","HER14L_2B_388",79.2,11216.28,7.73,1,33162,77948,1.18,43,354,317,55,1052,661,1659,63466,9321
"HER14L","HER14L_2B_389",79.3,11228.92,7.73,1,33000,76636,1.44,90,351,312,135,1056,648,1315,62198,9506
"HER14L","HER14L_2B_390",79.4,11241.56,7.71,1,32965,76495,1.64,54,394,361,77,1033,566,1365,62541,9029
"HER14L","HER14L_2B_391",79.5,11254.2,7.7,1,32730,75991,1.53,53,309,292,130,1047,508,1430,62201,9244
"HER14L","HER14L_2B_392",79.6,11266.84,7.7,1,32881,76370,1.41,68,286,322,87,977,253,1484,62477,9305
"HER14L","HER14L_2B_393",79.7,11279.48,7.71,1,33080,77472,1.45,81,360,251,92,1067,353,1435,63114,9765
"HER14L","HER14L_2B_394",79.8,11292.12,7.71,1,33100,76591,1.41,60,346,281,46,1098,468,1445,62636,9380
"HER14L","HER14L_2B_395",79.9,11304.76,7.7,1,33086,77539,1.47,49,281,258,142,993,513,1407,63269,9444
"HER14L","HER14L_2B_396",80,11317.4,7.7,1,33049,76386,1.35,47,307,218,77,1043,502,1260,62727,9475
"HER14L","HER14L_2B_397",80.1,11330.04,7.71,1,32821,76511,1.3,75,299,293,128,855,357,1378,62699,9339
"HER14L","HER14L_2B_398",80.2,11342.68,7.71,1,33258,77643,1.63,83,314,1076,86,1029,184,1391,63188,9644
"HER14L","HER14L_2B_399",80.3,11355.32,7.71,1,33344,78495,1.31,80,311,420,122,969,449,1402,63945,9478
"HER14L","HER14L_2B_400",80.4,11367.97,7.72,1,33429,77630,1.34,51,311,396,76,1023,276,1337,63640,9419
"HER14L","HER14L_2B_401",80.5,11380.61,7.73,1,33477,77168,1.33,76,362,341,180,792,463,1307,63441,9488
"HER14L","HER14L_2B_402",80.6,11393.25,7.73,1,33297,77311,1.43,47,370,338,74,1163,457,1336,62981,9480
"HER14L","HER14L_2B_403",80.7,11405.89,7.72,1,33429,76847,1.37,47,355,545,31,1243,582,1046,63154,9135
"HER14L","HER14L_2B_404",80.8,11418.53,7.72,1,33221,77332,1.47,38,328,349,30,1129,526,1478,63183,9161
"HER14L","HER14L_2B_405",80.9,11431.17,7.71,1,33273,78578,1.33,40,339,309,119,1008,598,1457,63847,9627
"HER14L","HER14L_2B_406",81,11443.81,7.71,1,33188,76398,1.51,73,375,327,49,879,368,1415,62819,9316
"HER14L","HER14L_2B_407",81.1,11456.45,7.71,1,33269,77796,1.42,82,403,728,89,1005,502,1461,62981,9468
"HER14L","HER14L_2B_408",81.2,11469.09,7.7,1,32837,77191,1.23,86,405,1417,89,822,599,1525,61855,9334
"HER14L","HER14L_2B_409",81.3,11481.73,7.7,1,32504,76031,1.41,74,361,399,132,781,650,1383,62258,9036
"HER14L","HER14L_2B_410",81.4,11494.37,7.7,1,32804,76316,1.27,69,328,244,46,897,782,1209,62840,8897
"HER14L","HER14L_2B_411",81.5,11507.01,7.71,1,32868,76120,1.54,81,337,344,109,876,593,1237,62037,9425
"HER14L","HER14L_2B_412",81.6,11519.65,7.71,1,33007,76191,1.63,74,297,678,126,833,349,1298,62158,9445
"HER14L","HER14L_2B_413",81.7,11532.29,7.7,1,33099,76418,1.56,23,347,933,82,828,557,1186,62275,9089
"HER14L","HER14L_2B_414",81.8,11544.93,7.7,1,33135,77095,1.52,48,317,484,0,1036,401,1160,63201,9471
"HER14L","HER14L_2B_415",81.9,11557.57,7.7,1,32779,76161,1.47,42,320,249,23,830,332,1264,63010,9160
"HER14L","HER14L_2B_416",82,11570.21,7.71,1,32968,77840,1.51,41,331,137,30,1048,476,1459,63885,9331
"HER14L","HER14L_2B_417",82.1,11582.85,7.71,1,33170,77257,1.57,50,299,194,74,901,383,1288,63517,9456
"HER14L","HER14L_2B_418",82.2,11595.49,7.72,1,33168,77349,1.66,69,316,295,53,869,349,1389,63424,9757
"HER14L","HER14L_2B_419",82.3,11608.13,7.72,1,33098,76594,1.38,58,309,196,162,882,379,1315,63040,9360
"HER14L","HER14L_2B_420",82.4,11620.77,7.73,1,33171,77419,1.59,87,311,232,130,979,516,1455,63254,9259
"HER14L","HER14L_2B_421",82.5,11633.42,7.72,1,33108,76621,1.6,74,327,199,0,1033,432,1357,62938,9413
"HER14L","HER14L_2B_422",82.6,11646.06,7.73,1,33190,77160,1.43,28,334,233,123,1018,557,1221,63366,9209
"HER14L","HER14L_2B_423",82.7,11658.7,7.73,1,33230,78081,1.62,56,299,210,83,1188,495,1412,64047,9357
"HER14L","HER14L_2B_424",82.8,11671.34,7.73,1,33244,77668,1.6,81,367,220,127,930,623,1223,63612,9243
"HER14L","HER14L_2B_425",82.9,11683.98,7.73,1,33385,77776,1.41,41,312,213,59,1173,524,1439,63566,9378
"HER14L","HER14L_2B_426",83,11696.62,7.73,1,33302,76728,1.61,60,289,182,142,1012,275,1264,63353,9299
"HER14L","HER14L_2B_427",83.1,11709.26,7.73,1,33280,76246,1.55,38,292,202,99,974,395,1267,62863,9374
"HER14L","HER14L_2B_428",83.2,11721.9,7.74,1,33031,75969,1.62,47,322,225,201,1071,332,1445,62673,8917
"HER14L","HER14L_2B_429",83.3,11734.54,7.74,1,33127,77423,1.59,43,335,199,119,1192,489,1579,63528,8885
"HER14L","HER14L_2B_430",83.4,11747.18,7.73,1,33217,76340,1.62,56,298,207,134,1233,442,1084,62991,8751
"HER14L","HER14L_2B_431",83.5,11759.82,7.73,1,33084,76700,1.42,71,266,203,142,1162,129,1411,63067,9116
"HER14L","HER14L_2B_432",83.6,11772.46,7.74,1,33126,75599,1.74,46,302,189,191,1189,392,1429,62454,8734
"HER14L","HER14L_2B_434",83.8,11797.74,7.74,1,32941,75522,1.71,55,306,226,129,1044,407,1209,62204,9121
"HER14L","HER14L_2B_435",83.9,11810.38,7.74,1,32739,76182,1.64,94,283,153,37,853,234,1409,62570,9350
"HER14L","HER14L_2B_436",84,11823.02,7.74,1,32930,77507,1.72,11,292,183,13,988,317,1359,63619,9116
"HER14L","HER14L_2B_437",84.1,11835.66,7.74,1,32808,76407,1.79,63,263,143,108,1068,260,1460,62892,9114
"HER14L","HER14L_2B_438",84.2,11848.3,7.74,1,32998,76381,1.74,55,292,209,117,1311,236,1400,62712,9068
"HER14L","HER14L_2B_439",84.3,11860.94,7.75,1,33123,77907,1.61,74,255,229,138,1288,468,1345,63487,9410
"HER14L","HER14L_2B_440",84.4,11873.58,7.75,1,33093,76934,1.38,48,339,245,64,1440,532,1312,62731,9419
"HER14L","HER14L_2B_441",84.5,11886.23,7.75,1,33114,77394,1.44,53,328,261,120,1329,326,1579,62780,9311
"HER14L","HER14L_2B_442",84.6,11898.87,7.75,1,33041,75203,1.47,40,248,205,113,1166,87,1317,62192,9120
"HER14L","HER14L_2B_443",84.7,11911.51,7.75,1,32948,75890,1.66,41,312,259,156,1061,191,1407,62445,9086
"HER14L","HER14L_2B_444",84.8,11924.15,7.76,1,33126,78092,1.59,78,283,288,51,1273,328,1649,63453,9334
"HER14L","HER14L_2B_445",84.9,11936.79,7.76,1,33267,77704,1.44,58,303,259,41,1173,473,1265,63893,9154
"HER14L","HER14L_2C_47",85.1,11962.07,7.62,1,32689,77235,1.53,59,311,239,22,1354,348,1722,62784,9554
"HER14L","HER14L_2C_48",85.2,11974.71,7.64,1,32803,77127,1.38,63,333,262,144,1379,364,1559,62838,9349
"HER14L","HER14L_2C_49",85.3,11987.35,7.65,1,32438,76309,1.29,60,363,248,161,1213,599,1255,61804,9347
"HER14L","HER14L_2C_50",85.4,11999.99,7.65,1,32597,76833,1.3,78,345,188,119,1297,445,1390,62084,9828
"HER14L","HER14L_2C_51",85.5,12012.63,7.66,1,32708,76326,1.48,50,301,173,141,1488,421,1358,62600,8974
"HER14L","HER14L_2C_52",85.6,12025.27,7.66,1,32884,76455,1.31,46,325,272,39,1644,441,1265,62364,9051
"HER14L","HER14L_2C_53",85.7,12037.91,7.67,1,32859,77129,1.41,54,361,262,93,1691,341,1428,62431,9390
"HER14L","HER14L_2C_54",85.8,12050.55,7.68,1,32828,76689,1.39,92,321,220,124,1551,527,1279,62336,9101
"HER14L","HER14L_2C_55",85.9,12063.19,7.69,1,32896,77073,1.54,53,331,277,103,1567,381,1306,62764,9308
"HER14L","HER14L_2C_56",86,12075.83,7.69,1,32967,77888,1.38,37,349,305,97,1690,401,1753,62520,9485
"HER14L","HER14L_2C_57",86.1,12088.47,7.69,1,32755,76328,1.69,79,375,313,0,1523,463,1332,62082,9079
"HER14L","HER14L_2C_58",86.2,12101.11,7.7,1,32722,76049,1.44,60,370,472,69,1417,405,1412,61964,9131
"HER14L","HER14L_2C_59",86.3,12113.75,7.71,1,32913,76673,1.41,63,404,255,60,1449,312,1542,62329,9243
"HER14L","HER14L_2C_60",86.4,12126.39,7.72,1,32728,74954,1.4,96,412,406,94,1443,321,1301,61321,8815
"HER14L","HER14L_2C_61",86.5,12139.03,7.73,1,32605,75903,1.53,59,341,390,81,1543,428,1322,61751,9100
"HER14L","HER14L_2C_62",86.6,12151.68,7.73,1,32752,75328,1.39,58,308,435,0,1330,349,1238,61278,9229
"HER14L","HER14L_2C_63",86.7,12164.32,7.73,1,32830,76106,1.33,68,354,988,61,1441,597,1569,61309,8950
"HER14L","HER14L_2C_64",86.8,12176.96,7.72,1,32567,74844,1.53,74,368,699,123,1188,282,1350,61066,9052
"HER14L","HER14L_2C_65",86.9,12189.6,7.71,1,32818,76036,1.4,73,373,707,189,1430,75,1395,61387,9336
"HER14L","HER14L_2C_66",87,12202.24,7.71,1,32711,76984,1.26,59,361,1137,80,1427,464,1566,61672,9094
"HER14L","HER14L_2C_67",87.1,12214.88,7.71,1,32943,79549,1.28,68,372,2607,47,1665,544,1459,61925,9563
"HER14L","HER14L_2C_68",87.2,12227.52,7.71,1,32742,77201,1.44,64,386,1066,55,1459,405,1348,62004,9484
"HER14L","HER14L_2C_69",87.3,12240.16,7.71,1,32775,76914,1.4,73,339,904,209,1571,306,1081,62209,9292
"HER14L","HER14L_2C_70",87.4,12252.8,7.71,1,32625,76761,1.44,78,388,930,106,1366,446,1497,61494,9401
"HER14L","HER14L_2C_71",87.5,12265.44,7.71,1,32826,77599,1.6,68,382,762,166,1632,425,1368,62354,9352
"HER14L","HER14L_2C_72",87.6,12278.08,7.71,1,32845,77837,1.42,92,344,638,111,1674,519,1486,62510,9317
"HER14L","HER14L_2C_73",87.7,12290.72,7.71,1,32766,77235,1.36,84,432,792,102,1422,430,1376,61891,9372
"HER14L","HER14L_2C_74",87.8,12303.36,7.71,1,32641,77054,1.46,78,400,1076,141,1258,502,1332,62254,8906
"HER14L","HER14L_2C_75",87.9,12316,7.7,1,32828,77613,1.28,70,384,1319,101,1306,375,1424,61650,9305
"HER14L","HER14L_2C_76",88,12328.64,7.69,1,32810,76707,1.38,50,419,1713,85,1093,316,1546,61458,9092
"HER14L","HER14L_2C_77",88.1,12341.28,7.69,1,32304,75609,1.43,87,380,1153,0,1068,616,1410,60779,9128
"HER14L","HER14L_2C_78",88.2,12353.92,7.68,1,31481,75630,1.63,87,343,984,0,913,482,1281,61484,9094
"HER14L","HER14L_2C_79",88.3,12366.56,7.68,1,32492,76172,1.22,64,321,1195,79,976,318,1121,62120,9084
"HER14L","HER14L_2C_80",88.4,12379.2,7.67,1,32770,77466,1.5,79,409,1595,60,1286,545,1476,61923,9330
"HER14L","HER14L_2C_81",88.5,12391.84,7.66,1,32946,77255,1.26,58,403,1437,145,1166,449,1484,62035,9225
"HER14L","HER14L_2C_82",88.6,12404.48,7.66,1,33130,77324,1.51,81,425,1698,26,1094,499,1404,62124,9317
"HER14L","HER14L_2C_83",88.7,12417.13,7.66,1,32165,75102,1.56,110,422,2034,18,1056,385,1429,59900,8684
"HER14L","HER14L_2C_84",88.8,12429.77,7.63,1,31973,75945,1.43,80,364,1706,31,1287,404,1373,60548,9112
"HER14L","HER14L_2C_85",88.9,12442.41,7.62,1,32303,76736,1.49,95,457,2224,147,1261,461,1536,60135,9202
"HER14L","HER14L_2C_86",89,12455.05,7.61,1,32239,77984,1.42,83,448,2876,98,1232,600,1319,60793,9376
"HER14L","HER14L_2C_87",89.1,12467.69,7.6,1,31995,76143,1.19,87,360,2682,99,929,513,1486,60012,8929
"HER14L","HER14L_2C_88",89.2,12480.33,7.61,1,32359,77466,1.56,58,375,3095,51,968,401,1375,60808,9356
"HER14L","HER14L_2C_89",89.3,12492.97,7.61,1,32303,77563,1.53,96,364,4027,123,1145,282,1546,60023,9153
"HER14L","HER14L_2C_90",89.4,12505.61,7.6,1,31969,76703,1.21,59,387,3007,75,994,537,1331,60173,9174
"HER14L","HER14L_2C_91",89.5,12518.25,7.6,1,32004,76674,1.34,90,414,2995,75,1102,509,1193,60114,9298
"HER14L","HER14L_2C_92",89.6,12530.89,7.61,1,31854,75967,1.4,73,419,2549,121,1148,668,1137,59273,9018
"HER14L","HER14L_2C_93",89.7,12543.53,7.62,1,31812,75385,1.33,76,439,2466,142,1214,445,1430,59149,9168
"HER14L","HER14L_2C_94",89.8,12556.17,7.63,1,31632,76041,1.43,56,432,3395,82,1202,501,1473,58693,9056
"HER14L","HER14L_2C_95",89.9,12568.81,7.63,1,31785,75791,1.41,74,373,5019,79,876,610,1451,57739,8558
"HER14L","HER14L_2C_96",90,12575.64,7.62,1,31988,75753,1.45,73,380,4137,25,1136,620,1328,58307,8625
"HER14L","HER14L_2C_97",90.1,12582.46,7.62,1,31774,75747,1.32,77,412,3488,25,864,696,1309,58630,9001
"HER14L","HER14L_2C_98",90.2,12589.29,7.62,1,31773,77713,1.25,71,356,6127,95,1020,423,1105,58456,9065
"HER14L","HER14L_2C_99",90.3,12596.11,7.63,1,32177,81668,1.52,79,384,9929,73,1129,359,1132,58469,9059
"HER14L","HER14L_2C_100",90.4,12602.94,7.62,1,32627,90011,1.52,131,355,20152,157,910,478,1382,56837,8687
"HER14L","HER14L_2C_101",90.5,12609.76,7.61,1,32651,85942,1.55,141,394,15692,83,1085,247,1311,57305,8858
